Episodes,Title,Writers,Directors,Rating,Num_Votes,Dwight_positive_score,Dwight_neutral_score,Dwight_negative_score,Dwight_compound_score,Jim_positive_score,Jim_neutral_score,Jim_negative_score,Jim_compound_score,Pam_positive_score,Pam_neutral_score,Pam_negative_score,Pam_compound_score,Kevin_positive_score,Kevin_neutral_score,Kevin_negative_score,Kevin_compound_score,Angela_positive_score,Angela_neutral_score,Angela_negative_score,Angela_compound_score,Stanley_positive_score,Stanley_neutral_score,Stanley_negative_score,Stanley_compound_score,Phyllis_positive_score,Phyllis_neutral_score,Phyllis_negative_score,Phyllis_compound_score,Oscar_positive_score,Oscar_neutral_score,Oscar_negative_score,Oscar_compound_score,Andy_positive_score,Andy_neutral_score,Andy_negative_score,Andy_compound_score,Ryan_positive_score,Ryan_neutral_score,Ryan_negative_score,Ryan_compound_score,Kelly_positive_score,Kelly_neutral_score,Kelly_negative_score,Kelly_compound_score,Meredith_positive_score,Meredith_neutral_score,Meredith_negative_score,Meredith_compound_score,Michael_positive_score,Michael_neutral_score,Michael_negative_score,Michael_compound_score,Creed_positive_score,Creed_neutral_score,Creed_negative_score,Creed_compound_score,Toby_positive_score,Toby_neutral_score,Toby_negative_score,Toby_compound_score,Darryl_positive_score,Darryl_neutral_score,Darryl_negative_score,Darryl_compound_score,Erin_positive_score,Erin_neutral_score,Erin_negative_score,Erin_compound_score
Episode 36,The Merger,Brent Forrester, Ken Whittingham      ,8.7,3895,0.156,0.755,0.089,0.9929,0.142,0.791,0.067,0.9879,0.137,0.837,0.026,0.9823,0.223,0.748,0.028,0.983,0.278,0.722,0.0,0.7717,0.0,0.874,0.126,-0.6808,0.067,0.933,0.0,0.5007,0.0,0.0,0.0,0.0,0.209,0.725,0.066,0.995,0.203,0.731,0.066,0.8764,0.223,0.777,0.0,0.9123,0.289,0.626,0.085,0.8929,0.169,0.744,0.087,0.9991,0.0,1.0,0.0,0.0,0.185,0.753,0.062,0.8873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 37,The Convict,Ricky Gervais and Stephen Merchant, Jeffrey Blitz      ,8.3,3897,0.256,0.625,0.119,0.765,0.121,0.81,0.069,0.7584,0.239,0.637,0.123,0.9313,0.035,0.746,0.219,-0.9328,0.214,0.708,0.078,0.8738,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.795,0.061,0.9447,0.169,0.588,0.243,-0.25,0.0,0.0,0.0,0.0,0.455,0.545,0.0,0.3612,0.161,0.709,0.13,0.9801,0.302,0.698,0.0,0.7677,0.144,0.778,0.078,0.7236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 38,A Benihana Christmas,Jennifer Celotta, Harold Ramis      ,8.8,4112,0.123,0.79,0.087,0.9619,0.212,0.712,0.075,0.996,0.223,0.762,0.015,0.9969,0.216,0.746,0.037,0.9661,0.178,0.736,0.086,0.9937,0.159,0.684,0.157,0.0258,0.222,0.72,0.058,0.9226,0.0,1.0,0.0,0.0,0.147,0.803,0.051,0.9821,0.193,0.726,0.081,0.9681,0.072,0.782,0.146,-0.9578,0.19,0.443,0.367,-0.4226,0.192,0.757,0.051,0.9996,0.282,0.613,0.105,0.9535,0.186,0.722,0.092,0.7389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 39,Back from Vacation,Justin Spitzer, Julian Farino  ,8.6,3702,0.104,0.823,0.073,0.8933,0.151,0.792,0.057,0.9632,0.171,0.778,0.052,0.9898,0.167,0.724,0.109,0.6715,0.059,0.812,0.13,-0.5803,0.236,0.744,0.021,0.9474,0.269,0.731,0.0,0.957,0.0,0.0,0.0,0.0,0.175,0.771,0.053,0.894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.139,0.806,0.056,0.4574,0.172,0.778,0.05,0.9996,0.18,0.743,0.077,0.4871,0.139,0.861,0.0,0.8481,0.259,0.741,0.0,0.9104,0.0,0.0,0.0,0.0
Episode 40,Traveling Salesmen,"Michael Schur, Lee Eisenberg, and Gene Stupnitsky", Greg Daniels  ,8.6,3749,0.222,0.666,0.112,0.9863,0.125,0.833,0.042,0.9754,0.21,0.79,0.0,0.9811,0.205,0.795,0.0,0.8767,0.272,0.69,0.038,0.9896,0.266,0.682,0.052,0.9547,0.256,0.725,0.019,0.9541,0.0,0.0,0.0,0.0,0.14,0.805,0.055,0.9899,0.177,0.731,0.092,0.6199,0.123,0.877,0.0,0.2732,0.0,0.0,0.0,0.0,0.1,0.817,0.083,-0.3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 41,The Return,"Michael Schur, Lee Eisenberg, and Gene Stupnitsky", Greg Daniels      ,8.8,3931,0.133,0.8,0.067,0.899,0.268,0.702,0.03,0.9809,0.198,0.663,0.139,0.4479,0.292,0.708,0.0,0.7536,0.298,0.631,0.071,0.9711,0.277,0.723,0.0,0.3182,0.102,0.898,0.0,0.3612,0.268,0.732,0.0,0.974,0.152,0.79,0.058,0.9939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.212,0.741,0.047,0.9978,0.149,0.851,0.0,0.3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 42,Ben Franklin,Mindy Kaling, Randall Einhorn      ,8.1,3644,0.148,0.805,0.048,0.9385,0.18,0.82,0.0,0.9765,0.223,0.729,0.048,0.9903,0.128,0.811,0.061,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.159,0.841,0.0,0.5766,0.306,0.694,0.0,0.4753,0.201,0.737,0.061,0.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 43,Phyllis' Wedding,Caroline Williams, Ken Whittingham  ,8.2,3675,0.104,0.776,0.12,0.372,0.105,0.846,0.048,0.8153,0.172,0.79,0.038,0.9216,0.094,0.86,0.046,0.5574,0.216,0.784,0.0,0.8398,0.265,0.735,0.0,0.2023,0.191,0.762,0.047,0.9286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.712,0.203,-0.7143,0.0,1.0,0.0,0.0,0.21,0.733,0.057,0.9994,0.0,0.0,0.0,0.0,0.41,0.59,0.0,0.4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 44,Business School,Brent Forrester, Joss Whedon  ,8.9,4264,0.1,0.856,0.045,0.9093,0.112,0.852,0.036,0.9053,0.15,0.811,0.039,0.9476,0.204,0.7,0.096,0.5687,0.085,0.778,0.137,-0.3382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.725,0.121,0.296,0.0,0.0,0.0,0.0,0.03,0.911,0.059,-0.5792,0.217,0.654,0.13,0.7425,0.14,0.86,0.0,0.8222,0.174,0.784,0.042,0.999,0.0,1.0,0.0,0.0,0.282,0.665,0.054,0.9245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 45,Cocktails,Paul Leiberstein, J.J. Abrams      ,8.5,3652,0.265,0.691,0.044,0.9957,0.227,0.724,0.049,0.9857,0.139,0.811,0.05,0.9415,0.165,0.792,0.043,0.7476,0.0,0.62,0.38,-0.6715,0.0,0.868,0.132,-0.7142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.86,0.08,-0.3485,0.087,0.707,0.206,-0.594,0.0,1.0,0.0,0.0,0.178,0.751,0.07,0.9969,0.0,0.849,0.151,-0.5255,0.0,0.805,0.195,-0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 46,The Negotiation,Michael Schur, Jeffrey Blitz  ,9.0,4158,0.25,0.633,0.116,0.9929,0.166,0.798,0.036,0.9898,0.062,0.783,0.155,-0.9152,0.0,0.884,0.116,-0.7602,0.12,0.88,0.0,0.7303,0.0,0.889,0.111,-0.504,0.0,1.0,0.0,0.0,0.043,0.906,0.051,-0.126,0.155,0.751,0.094,0.572,0.08,0.854,0.066,0.1431,0.172,0.728,0.1,0.8829,0.0,0.0,0.0,0.0,0.086,0.851,0.063,0.901,0.131,0.81,0.059,0.4404,0.124,0.773,0.103,0.6381,0.085,0.9,0.015,0.9784,0.0,0.0,0.0,0.0
Episode 47,Safety Training,B.J. Novak, Harold Ramis      ,8.8,3882,0.11,0.811,0.08,0.9295,0.095,0.742,0.163,-0.9695,0.168,0.776,0.056,0.8878,0.204,0.739,0.057,0.9711,0.0,0.745,0.255,-0.802,0.187,0.662,0.151,0.2593,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.704,0.106,0.9752,0.192,0.729,0.079,0.7982,0.261,0.739,0.0,0.9904,0.0,0.0,0.0,0.0,0.182,0.651,0.166,0.9509,0.0,1.0,0.0,0.0,0.136,0.853,0.012,0.8316,0.163,0.756,0.081,0.9868,0.0,0.0,0.0,0.0
Episode 48,Product Recall,Justin Spitzer & Brent Forrester, Randall Einhorn  ,8.7,3828,0.139,0.809,0.052,0.9905,0.116,0.861,0.023,0.9892,0.284,0.706,0.009,0.9869,0.119,0.801,0.08,0.6923,0.113,0.741,0.146,-0.9224,0.0,0.574,0.426,-0.6369,0.0,1.0,0.0,0.0,0.15,0.777,0.073,0.5661,0.186,0.769,0.044,0.9975,0.071,0.717,0.212,-0.8625,0.207,0.692,0.101,0.995,0.0,0.0,0.0,0.0,0.165,0.709,0.126,0.9931,0.084,0.847,0.069,-0.4106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 49,Women's Appreciation,Gene Stupnitsky & Lee Eisenberg, Tucker Gates       ,8.8,3882,0.097,0.819,0.084,0.771,0.195,0.775,0.03,0.9897,0.192,0.741,0.066,0.9915,0.215,0.785,0.0,0.9331,0.026,0.834,0.14,-0.911,0.0,0.804,0.196,-0.296,0.152,0.82,0.028,0.8548,0.0,0.0,0.0,0.0,0.224,0.751,0.025,0.9942,0.162,0.838,0.0,0.743,0.159,0.801,0.04,0.7882,0.0,0.909,0.091,-0.3818,0.186,0.754,0.06,0.9996,0.181,0.777,0.042,0.8796,0.086,0.914,0.0,0.5775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 50,Beach Games,: Jennifer Celotta and Greg Daniels, Harold Ramis      ,9.2,4488,0.164,0.757,0.079,0.9828,0.152,0.779,0.07,0.9563,0.126,0.799,0.075,0.9628,0.094,0.886,0.02,0.8105,0.052,0.761,0.187,-0.8896,0.167,0.819,0.014,0.9328,0.123,0.8,0.077,0.4754,0.051,0.949,0.0,0.4019,0.272,0.691,0.036,0.9964,0.108,0.803,0.088,0.25,0.154,0.846,0.0,0.7978,0.069,0.758,0.174,-0.8485,0.218,0.723,0.06,0.9999,0.0,1.0,0.0,0.0,0.063,0.778,0.159,-0.4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 51,The Job,Paul Lieberstein & Michael Schur, Ken Kwapis      ,9.3,4751,0.187,0.734,0.079,0.9983,0.133,0.821,0.046,0.991,0.171,0.809,0.02,0.9971,0.092,0.796,0.111,0.2698,0.102,0.733,0.166,-0.4039,0.042,0.958,0.0,0.0772,0.0,1.0,0.0,0.0,0.169,0.785,0.046,0.8569,0.172,0.761,0.066,0.9843,0.204,0.773,0.022,0.8625,0.139,0.754,0.107,0.506,0.169,0.729,0.102,0.546,0.126,0.843,0.031,0.9988,0.205,0.665,0.13,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 52,Fun Run,Greg Daniels, Greg Daniels  ,8.8,4408,0.181,0.712,0.107,0.9883,0.153,0.776,0.071,0.9904,0.131,0.859,0.01,0.9961,0.163,0.777,0.059,0.9342,0.119,0.757,0.125,-0.5362,0.112,0.706,0.182,-0.6199,0.0,0.79,0.21,-0.8495,0.173,0.827,0.0,0.9219,0.118,0.821,0.061,0.7741,0.107,0.811,0.082,0.5792,0.215,0.785,0.0,0.7772,0.105,0.756,0.139,-0.3131,0.186,0.719,0.094,0.9997,0.208,0.792,0.0,0.9435,0.208,0.697,0.096,0.9194,0.545,0.455,0.0,0.8122,0.0,0.0,0.0,0.0
Episode 53,Dunder Mifflin Infinity,Michael Schur, Craig Zisk  ,8.3,3607,0.154,0.769,0.077,0.915,0.182,0.801,0.017,0.9841,0.132,0.822,0.046,0.9129,0.0,0.834,0.166,-0.4559,0.095,0.885,0.02,0.7932,0.0,1.0,0.0,0.0,0.098,0.887,0.015,0.8052,0.452,0.548,0.0,0.5095,0.138,0.796,0.066,0.5621,0.15,0.812,0.038,0.9908,0.287,0.713,0.0,0.9841,0.0,0.0,0.0,0.0,0.199,0.746,0.055,0.9992,0.12,0.783,0.098,0.2359,0.182,0.798,0.02,0.9443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 54,Launch Party,Jennifer Celotta, Ken Whittingham  ,8.4,3505,0.11,0.802,0.088,0.9162,0.137,0.793,0.07,0.9785,0.087,0.859,0.055,0.7989,0.12,0.776,0.104,-0.3668,0.16,0.766,0.074,0.9882,0.213,0.753,0.035,0.7303,0.056,0.809,0.135,-0.69,0.043,0.934,0.023,0.3939,0.187,0.743,0.07,0.9956,0.149,0.829,0.021,0.8934,0.102,0.898,0.0,0.8053,0.122,0.844,0.034,0.7389,0.184,0.756,0.06,0.9996,0.0,1.0,0.0,0.0,0.128,0.872,0.0,0.6124,0.134,0.796,0.07,0.6422,0.0,0.0,0.0,0.0
Episode 55,Money,Paul Lieberstein, Paul Lieberstein  ,8.7,3763,0.164,0.748,0.088,0.9897,0.12,0.804,0.076,0.9599,0.13,0.832,0.038,0.9779,0.145,0.775,0.08,0.743,0.111,0.843,0.046,0.4696,0.081,0.879,0.04,0.2869,0.107,0.728,0.165,-0.2942,0.151,0.78,0.069,0.9341,0.13,0.838,0.031,0.9593,0.136,0.829,0.035,0.9273,0.075,0.886,0.039,0.4479,0.0,1.0,0.0,0.0,0.183,0.737,0.08,0.9996,0.09,0.787,0.123,-0.2732,0.0,1.0,0.0,0.0,0.123,0.877,0.0,0.7587,0.0,0.0,0.0,0.0
Episode 56,Local Ad,B. J. Novak, Jason Reitman  ,8.8,3852,0.11,0.89,0.0,0.8767,0.173,0.794,0.034,0.9921,0.147,0.787,0.066,0.8677,0.333,0.667,0.0,0.8588,0.0,0.585,0.415,-0.7964,0.0,1.0,0.0,0.0,0.14,0.822,0.038,0.6996,0.0,1.0,0.0,0.0,0.124,0.823,0.053,0.9716,0.22,0.78,0.0,0.9292,0.0,0.0,0.0,0.0,0.103,0.769,0.128,-0.1511,0.213,0.701,0.086,0.9995,0.0,0.676,0.324,-0.34,0.082,0.918,0.0,0.4939,0.13,0.69,0.18,-0.6229,0.0,0.0,0.0,0.0
Episode 57,Branch Wars,Mindy Kaling, Joss Whedon  ,8.5,3572,0.086,0.803,0.112,-0.6159,0.096,0.842,0.062,0.8215,0.198,0.751,0.051,0.9929,0.0,0.251,0.749,-0.717,0.142,0.633,0.224,-0.4767,0.057,0.907,0.036,0.3527,0.426,0.574,0.0,0.6369,0.216,0.784,0.0,0.965,0.211,0.768,0.021,0.9929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.856,0.0,0.4019,0.168,0.731,0.101,0.9973,0.0,0.0,0.0,0.0,0.162,0.748,0.09,0.6278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 58,Survivor Man,Steve Carell, Paul Feig  ,8.2,3438,0.151,0.78,0.069,0.9851,0.199,0.758,0.044,0.997,0.087,0.9,0.013,0.8733,0.156,0.797,0.047,0.5106,0.076,0.864,0.061,-0.1606,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.191,0.809,0.0,0.8908,0.233,0.713,0.054,0.8192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.136,0.757,0.107,0.2625,0.158,0.776,0.066,0.9985,0.15,0.77,0.08,0.3382,0.116,0.82,0.065,0.5017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 59,Dinner Party,Lee Eisenberg and Gene Stupnitsky, Paul Feig  ,9.5,6975,0.138,0.785,0.078,0.8677,0.121,0.81,0.069,0.9552,0.167,0.772,0.061,0.9744,0.0,0.0,0.0,0.0,0.054,0.847,0.099,-0.6046,0.0,0.444,0.556,-0.3612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.904,0.069,-0.6517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.765,0.068,0.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 60,Chair Model,B.J. Novak, Jeffrey Blitz  ,8.0,3384,0.089,0.772,0.14,-0.9378,0.068,0.801,0.132,-0.9308,0.189,0.778,0.033,0.9946,0.152,0.769,0.079,0.9151,0.0,1.0,0.0,0.0,0.0,0.709,0.291,-0.5719,0.207,0.732,0.061,0.8839,0.0,1.0,0.0,0.0,0.092,0.857,0.051,0.7845,0.0,0.0,0.0,0.0,0.198,0.763,0.039,0.8687,0.0,0.0,0.0,0.0,0.194,0.735,0.071,0.9995,0.0,1.0,0.0,0.0,0.07,0.779,0.152,-0.4512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 61,Night Out,Mindy Kaling, Ken Whittingham  ,8.6,3517,0.109,0.835,0.056,0.949,0.234,0.738,0.028,0.9983,0.132,0.723,0.146,-0.7229,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.693,0.057,0.9254,0.092,0.769,0.138,-0.2263,0.231,0.701,0.068,0.8108,0.21,0.767,0.023,0.8949,0.159,0.767,0.074,0.9918,0.057,0.758,0.185,-0.8574,0.0,1.0,0.0,0.0,0.184,0.753,0.063,0.9991,0.172,0.828,0.0,0.3612,0.074,0.895,0.031,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 62,Did I Stutter?,Brent Forrester and Justin Spitzer, Randall Einhorn  ,8.3,3378,0.096,0.786,0.118,-0.9297,0.185,0.777,0.038,0.9849,0.122,0.814,0.065,0.8642,0.074,0.791,0.135,-0.6248,0.0,0.879,0.121,-0.296,0.154,0.743,0.103,0.9548,0.105,0.82,0.075,0.0772,0.0,1.0,0.0,0.0,0.134,0.819,0.047,0.8847,0.218,0.708,0.074,0.9839,0.23,0.721,0.049,0.8946,0.0,1.0,0.0,0.0,0.152,0.786,0.062,0.9984,0.25,0.682,0.068,0.7351,0.069,0.851,0.079,-0.264,0.142,0.81,0.047,0.8481,0.0,0.0,0.0,0.0
Episode 63,Job Fair,Lee Eisenberg and Gene Stupnitsky, Tucker Gates  ,7.8,3229,0.086,0.843,0.071,-0.3645,0.147,0.797,0.056,0.981,0.162,0.816,0.023,0.9868,0.1,0.883,0.017,0.8667,0.385,0.615,0.0,0.3612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.197,0.803,0.0,0.4019,0.061,0.858,0.08,-0.5941,0.0,0.0,0.0,0.0,0.246,0.754,0.0,0.5983,0.0,1.0,0.0,0.0,0.189,0.761,0.05,0.9992,0.06,0.812,0.128,-0.549,0.0,0.0,0.0,0.0,0.075,0.812,0.113,-0.3094,0.0,0.0,0.0,0.0
Episode 64,"Goodbye, Toby",Paul Lieberstein, Paul Feig  ,9.4,4822,0.125,0.831,0.044,0.9835,0.196,0.768,0.036,0.9991,0.176,0.787,0.037,0.9924,0.193,0.807,0.0,0.9699,0.233,0.686,0.081,0.968,0.091,0.808,0.101,-0.168,0.165,0.772,0.063,0.9783,0.143,0.708,0.15,-0.3736,0.246,0.729,0.025,0.9929,0.123,0.792,0.085,0.3164,0.098,0.737,0.165,-0.7508,0.123,0.702,0.175,-0.5457,0.158,0.792,0.05,0.9995,0.1,0.857,0.043,0.7962,0.139,0.812,0.048,0.9915,0.173,0.394,0.432,-0.508,0.0,0.0,0.0,0.0
Episode 65,Weight Loss,Lee Eisenberg and Gene Stupnitsky, TBA  ,8.8,3982,0.146,0.814,0.041,0.9934,0.177,0.749,0.074,0.997,0.151,0.813,0.036,0.9794,0.277,0.662,0.061,0.9008,0.121,0.774,0.105,-0.4986,0.094,0.763,0.143,-0.3619,0.154,0.76,0.086,0.8472,0.117,0.856,0.028,0.8789,0.138,0.802,0.06,0.9888,0.106,0.853,0.041,0.8749,0.109,0.787,0.103,0.4675,0.147,0.821,0.033,0.6322,0.179,0.734,0.087,0.9993,0.0,0.61,0.39,-0.7506,0.059,0.854,0.087,-0.3527,0.14,0.737,0.123,0.6229,0.0,0.0,0.0,0.0
Episode 66,Business Ethics,Ryan Koh, Jeffrey Blitz  ,8.2,3256,0.051,0.805,0.144,-0.8787,0.093,0.854,0.054,0.8385,0.11,0.705,0.185,-0.5638,0.074,0.832,0.095,0.3907,0.344,0.656,0.0,0.8126,0.0,0.885,0.115,-0.296,0.157,0.843,0.0,0.9349,0.211,0.789,0.0,0.9599,0.161,0.717,0.122,0.537,0.114,0.833,0.053,0.8902,0.102,0.898,0.0,0.4329,0.105,0.779,0.116,-0.5667,0.201,0.742,0.057,0.9989,0.178,0.822,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 67,Baby Shower,Aaron Shure, Greg Daniels  ,8.0,3223,0.115,0.786,0.099,0.774,0.169,0.795,0.036,0.9812,0.057,0.855,0.088,-0.7136,0.035,0.857,0.108,-0.7005,0.178,0.822,0.0,0.9748,0.051,0.854,0.095,-0.2869,0.141,0.859,0.0,0.7096,0.201,0.756,0.042,0.7399,0.156,0.809,0.036,0.8791,0.0,0.0,0.0,0.0,0.0,0.763,0.237,-0.4767,0.0,1.0,0.0,0.0,0.147,0.778,0.075,0.9966,0.333,0.667,0.0,0.3612,0.0,0.8,0.2,-0.25,0.064,0.753,0.183,-0.8156,0.0,0.0,0.0,0.0
Episode 68,Crime Aid,Charlie Grandy, Jennifer Celotta  ,8.1,3105,0.156,0.775,0.07,0.961,0.242,0.718,0.04,0.9873,0.083,0.917,0.0,0.25,0.163,0.837,0.0,0.5106,0.145,0.668,0.187,-0.1295,0.178,0.822,0.0,0.0772,0.127,0.84,0.032,0.9255,0.304,0.696,0.0,0.89,0.123,0.862,0.015,0.8538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.796,0.047,0.9987,0.0,0.785,0.215,-0.6369,0.0,0.0,0.0,0.0,0.143,0.823,0.033,0.7672,0.0,0.0,0.0,0.0
Episode 69,Employee Transfer,Anthony Q. Farrell, David Rogers  ,8.0,3204,0.144,0.813,0.043,0.9804,0.2,0.773,0.026,0.989,0.109,0.858,0.033,0.952,0.219,0.781,0.0,0.5399,0.219,0.753,0.028,0.7964,0.0,1.0,0.0,0.0,0.077,0.923,0.0,0.3612,0.0,0.968,0.032,-0.2406,0.178,0.749,0.073,0.9957,0.379,0.621,0.0,0.891,0.225,0.687,0.088,0.8903,0.162,0.838,0.0,0.4754,0.169,0.814,0.017,0.9989,0.149,0.851,0.0,0.4199,0.0,0.0,0.0,0.0,0.141,0.824,0.035,0.991,0.0,0.0,0.0,0.0
Episode 70,Customer Survey,Lester Lewis, Stephen Merchant  ,8.5,3355,0.192,0.724,0.084,0.9985,0.123,0.808,0.069,0.9872,0.129,0.865,0.005,0.9806,0.318,0.682,0.0,0.6369,0.089,0.911,0.0,0.3182,0.3,0.7,0.0,0.8065,0.268,0.732,0.0,0.8713,0.0,0.0,0.0,0.0,0.224,0.743,0.033,0.9972,0.234,0.735,0.031,0.9549,0.077,0.827,0.095,-0.7682,0.0,0.692,0.308,-0.5514,0.104,0.842,0.054,0.9706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.87,0.0,0.4019,0.0,0.0,0.0,0.0
Episode 71,Business Trip,Brent Forrester, Randall Einhorn  ,8.2,3108,0.132,0.848,0.019,0.8677,0.145,0.805,0.05,0.8884,0.082,0.81,0.108,-0.553,0.274,0.726,0.0,0.5267,0.0,0.784,0.216,-0.7229,0.253,0.361,0.386,-0.0258,0.0,0.732,0.268,-0.296,0.118,0.843,0.038,0.9278,0.166,0.765,0.07,0.9898,0.168,0.832,0.0,0.9514,0.115,0.753,0.132,-0.6423,0.0,0.82,0.18,-0.5106,0.185,0.75,0.066,0.9979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
