Episodes,Title,Writers,Directors,Rating,Num_Votes,Dwight_positive_score,Dwight_neutral_score,Dwight_negative_score,Dwight_compound_score,Jim_positive_score,Jim_neutral_score,Jim_negative_score,Jim_compound_score,Pam_positive_score,Pam_neutral_score,Pam_negative_score,Pam_compound_score,Kevin_positive_score,Kevin_neutral_score,Kevin_negative_score,Kevin_compound_score,Angela_positive_score,Angela_neutral_score,Angela_negative_score,Angela_compound_score,Stanley_positive_score,Stanley_neutral_score,Stanley_negative_score,Stanley_compound_score,Phyllis_positive_score,Phyllis_neutral_score,Phyllis_negative_score,Phyllis_compound_score,Oscar_positive_score,Oscar_neutral_score,Oscar_negative_score,Oscar_compound_score,Andy_positive_score,Andy_neutral_score,Andy_negative_score,Andy_compound_score,Ryan_positive_score,Ryan_neutral_score,Ryan_negative_score,Ryan_compound_score,Kelly_positive_score,Kelly_neutral_score,Kelly_negative_score,Kelly_compound_score,Meredith_positive_score,Meredith_neutral_score,Meredith_negative_score,Meredith_compound_score,Michael_positive_score,Michael_neutral_score,Michael_negative_score,Michael_compound_score,Creed_positive_score,Creed_neutral_score,Creed_negative_score,Creed_compound_score,Toby_positive_score,Toby_neutral_score,Toby_negative_score,Toby_compound_score,Darryl_positive_score,Darryl_neutral_score,Darryl_negative_score,Darryl_compound_score,Erin_positive_score,Erin_neutral_score,Erin_negative_score,Erin_compound_score
Episode 72,Frame Toby,Mindy Kaling, Jason Reitman  ,8.6,3468,0.11,0.811,0.079,0.9513,0.164,0.763,0.073,0.9927,0.204,0.689,0.107,0.9591,0.0,1.0,0.0,0.0,0.157,0.843,0.0,0.4871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.158,0.628,0.213,-0.4391,0.054,0.808,0.139,-0.6164,0.216,0.741,0.042,0.9893,0.168,0.726,0.106,0.4894,0.338,0.505,0.157,0.5574,0.123,0.786,0.091,0.9517,0.189,0.709,0.102,0.4939,0.15,0.806,0.044,0.9557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 73,The Surplus,Lee Eisenberg and Gene Stupnitsky, Paul Feig  ,8.8,3450,0.086,0.888,0.026,0.9604,0.181,0.759,0.06,0.9614,0.172,0.768,0.059,0.9924,0.132,0.868,0.0,0.4404,0.157,0.79,0.053,0.9236,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.147,0.835,0.017,0.986,0.082,0.862,0.055,0.6517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.474,0.526,0.0,0.6597,0.171,0.778,0.051,0.9982,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 74,Moroccan Christmas,Justin Spitzer, Paul Feig  ,8.4,3228,0.136,0.739,0.125,-0.6301,0.224,0.755,0.021,0.979,0.093,0.83,0.076,0.128,0.13,0.703,0.167,-0.1027,0.072,0.836,0.092,-0.4137,0.0,1.0,0.0,0.0,0.111,0.837,0.053,0.912,0.0,1.0,0.0,0.0,0.128,0.822,0.05,0.9403,0.0,0.0,0.0,0.0,0.487,0.348,0.165,0.5719,0.18,0.698,0.121,0.9274,0.149,0.779,0.072,0.9931,0.0,1.0,0.0,0.0,0.187,0.77,0.043,0.9763,0.157,0.676,0.168,-0.1027,0.0,0.0,0.0,0.0
Episode 75,The Duel,Jennifer Celotta, Dean Holland  ,8.7,3369,0.148,0.761,0.09,0.9842,0.044,0.855,0.101,-0.9258,0.139,0.791,0.07,0.7088,0.073,0.804,0.123,-0.5337,0.093,0.739,0.168,-0.9462,0.0,1.0,0.0,0.0,0.214,0.786,0.0,0.6239,0.054,0.829,0.117,-0.5204,0.162,0.748,0.09,0.9861,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.781,0.219,-0.8687,0.116,0.856,0.028,0.9906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 76,Prince Family Paper,B.J. Novak, Asaad Kelada  ,8.0,3235,0.079,0.814,0.107,-0.9581,0.123,0.84,0.036,0.943,0.086,0.914,0.0,0.4082,0.116,0.753,0.13,0.1913,0.109,0.82,0.071,0.2263,0.252,0.726,0.022,0.9704,0.0,1.0,0.0,0.0,0.168,0.832,0.0,0.7964,0.123,0.817,0.06,0.4329,0.0,0.0,0.0,0.0,0.136,0.864,0.0,0.5255,0.352,0.648,0.0,0.5859,0.133,0.819,0.047,0.9919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 77,Stress Relief,Paul Lieberstein, Jeffrey Blitz  ,9.7,10162,0.109,0.773,0.118,-0.892,0.125,0.804,0.071,0.9281,0.17,0.782,0.047,0.9939,0.028,0.846,0.126,-0.6705,0.209,0.748,0.044,0.9479,0.188,0.701,0.111,0.9359,0.264,0.659,0.077,0.804,0.229,0.672,0.099,0.8797,0.063,0.768,0.169,-0.993,0.0,0.0,0.0,0.0,0.095,0.905,0.0,0.6114,0.0,0.853,0.147,-0.6124,0.23,0.673,0.097,0.9998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.927,0.0,0.4871,0.0,0.0,0.0,0.0
Episode 78,Lecture Circuit: Part 1,Mindy Kaling, Ken Kwapis  ,8.2,3078,0.142,0.759,0.1,0.8482,0.136,0.816,0.048,0.9568,0.172,0.67,0.158,0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.668,0.077,0.9124,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.234,0.684,0.082,0.9979,0.0,0.0,0.0,0.0,0.161,0.711,0.129,0.6339,0.0,0.0,0.0,0.0,0.134,0.801,0.064,0.9969,0.095,0.804,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 79,Lecture Circuit: Part 2,Mindy Kaling, Ken Kwapis  ,8.2,3033,0.147,0.806,0.046,0.983,0.137,0.785,0.078,0.958,0.1,0.82,0.081,0.8453,0.037,0.854,0.109,-0.6173,0.09,0.803,0.107,-0.7561,0.0,0.833,0.167,-0.3412,0.0,1.0,0.0,0.0,0.226,0.774,0.0,0.9161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.811,0.069,0.8513,0.216,0.784,0.0,0.8194,0.16,0.8,0.041,0.9969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 80,Blood Drive,Brent Forrester, Randall Einhorn  ,8.0,3053,0.192,0.745,0.064,0.9878,0.195,0.77,0.035,0.9803,0.145,0.83,0.025,0.9717,0.144,0.742,0.114,0.6716,0.119,0.737,0.144,-0.3182,0.132,0.868,0.0,0.4215,0.184,0.724,0.092,0.7003,0.016,0.916,0.068,-0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.705,0.0,0.9628,0.149,0.663,0.188,-0.1779,0.207,0.73,0.063,0.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 81,Golden Ticket,Mindy Kaling, Randall Einhorn  ,8.7,3315,0.161,0.811,0.028,0.9953,0.092,0.835,0.073,0.5104,0.135,0.795,0.071,0.9373,0.276,0.7,0.024,0.9761,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.226,0.686,0.087,0.9658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.82,0.052,0.9965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 82,Two Weeks,Aaron Shure, Paul Lieberstein  ,8.4,3089,0.183,0.698,0.119,0.746,0.104,0.888,0.008,0.916,0.13,0.849,0.021,0.9819,0.147,0.808,0.045,0.7784,0.194,0.725,0.081,0.847,0.083,0.799,0.118,-0.2824,0.145,0.674,0.181,-0.1779,0.172,0.808,0.02,0.9632,0.096,0.87,0.034,0.686,0.0,0.0,0.0,0.0,0.258,0.722,0.021,0.9153,0.0,1.0,0.0,0.0,0.143,0.827,0.03,0.9979,0.0,1.0,0.0,0.0,0.225,0.775,0.0,0.7882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 83,Dream Team,B.J. Novak, Paul Feig  ,8.3,3074,0.171,0.829,0.0,0.9396,0.119,0.853,0.028,0.9499,0.111,0.835,0.054,0.9809,0.193,0.807,0.0,0.9227,0.205,0.559,0.236,-0.126,0.0,0.856,0.144,-0.4019,0.0,0.872,0.128,-0.296,0.0,1.0,0.0,0.0,0.077,0.761,0.162,-0.9089,0.093,0.907,0.0,0.7149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.799,0.037,0.9991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 84,Michael Scott Paper Company,Justin Spitzer, Gene Stupnitsky  ,8.7,3387,0.086,0.775,0.139,-0.958,0.111,0.848,0.041,0.9297,0.211,0.764,0.025,0.9968,0.106,0.894,0.0,0.0772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.452,0.548,0.0,0.5095,0.152,0.848,0.0,0.3612,0.241,0.681,0.078,0.9627,0.161,0.744,0.095,0.9406,0.184,0.67,0.146,-0.577,0.0,1.0,0.0,0.0,0.22,0.738,0.042,0.999,0.071,0.761,0.168,-0.4215,0.186,0.695,0.119,0.7149,0.0,0.0,0.0,0.0,0.218,0.763,0.019,0.9264
Episode 85,Heavy Competition,Ryan Koh, Ken Whittingham  ,8.7,3184,0.148,0.76,0.092,0.9909,0.126,0.789,0.085,0.8495,0.127,0.832,0.041,0.8198,0.367,0.633,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.838,0.162,-0.4767,0.0,0.0,0.0,0.0,0.215,0.696,0.09,0.9902,0.063,0.771,0.165,-0.5719,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.779,0.063,0.9976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 86,Broke,Charlie Grandy, Steve Carell  ,9.3,4261,0.095,0.82,0.086,-0.537,0.174,0.803,0.023,0.9874,0.078,0.861,0.06,0.6998,0.0,1.0,0.0,0.0,0.176,0.727,0.097,0.0772,0.0,1.0,0.0,0.0,0.0,0.874,0.126,-0.3182,0.0,0.0,0.0,0.0,0.161,0.789,0.05,0.3612,0.138,0.844,0.018,0.9493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.78,0.075,0.9915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Episode 87,Casual Friday,Anthony Q. Farrell, Brent Forrester  ,8.3,3051,0.098,0.839,0.063,0.918,0.161,0.783,0.057,0.956,0.152,0.779,0.068,0.8823,0.108,0.852,0.04,0.7351,0.065,0.838,0.097,-0.4404,0.213,0.787,0.0,0.8541,0.228,0.677,0.095,0.9313,0.0,0.864,0.136,-0.3182,0.071,0.874,0.055,0.2732,0.084,0.888,0.027,0.8091,0.135,0.865,0.0,0.3612,0.172,0.786,0.043,0.8541,0.169,0.763,0.068,0.9983,0.151,0.776,0.073,0.6072,0.099,0.886,0.015,0.8898,0.0,1.0,0.0,0.0,0.359,0.641,0.0,0.9069
Episode 88,Cafe Disco,Warren Lieberstein & Halsted Sullivan, Randall Einhorn  ,8.8,3544,0.145,0.791,0.064,0.9881,0.115,0.847,0.038,0.7429,0.102,0.853,0.044,0.7716,0.233,0.74,0.027,0.963,0.132,0.744,0.124,-0.3296,0.185,0.815,0.0,0.3612,0.074,0.828,0.098,-0.6402,0.072,0.811,0.117,-0.3485,0.229,0.65,0.122,0.8889,0.0,1.0,0.0,0.0,0.146,0.77,0.084,0.723,0.26,0.417,0.323,-0.1531,0.164,0.776,0.06,0.9984,0.0,0.876,0.124,-0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.752,0.067,0.9221
Episode 89,Company Picnic,Ken Kwapis, Jennifer Celotta & Paul Lieberstein  ,9.0,3660,0.136,0.784,0.08,0.9736,0.14,0.822,0.038,0.9753,0.142,0.799,0.059,0.925,0.122,0.878,0.0,0.4184,0.0,1.0,0.0,0.0,0.412,0.588,0.0,0.7906,0.0,1.0,0.0,0.0,0.0,0.741,0.259,-0.5423,0.054,0.776,0.17,-0.8329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393,0.607,0.0,0.6351,0.129,0.833,0.038,0.9925,0.0,0.0,0.0,0.0,0.242,0.758,0.0,0.4927,0.0,0.0,0.0,0.0,0.169,0.831,0.0,0.6229
Episode 90,Gossip,Paul Lieberstein, Paul Lieberstein  ,8.8,3578,0.208,0.771,0.021,0.9898,0.165,0.773,0.062,0.9797,0.115,0.885,0.0,0.9534,0.071,0.929,0.0,0.6227,0.044,0.614,0.342,-0.8668,0.023,0.858,0.12,-0.8699,0.0,0.939,0.061,-0.4926,0.173,0.777,0.05,0.9282,0.15,0.791,0.059,0.9863,0.0,1.0,0.0,0.0,0.189,0.715,0.096,0.549,0.0,0.798,0.202,-0.6199,0.128,0.809,0.063,0.9961,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.698,0.075,0.7501
Episode 91,The Meeting,Aaron Shure, Randall Einhorn  ,8.1,2923,0.063,0.846,0.091,-0.819,0.197,0.746,0.057,0.9599,0.092,0.887,0.021,0.8687,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.307,0.693,0.0,0.8426,0.225,0.739,0.037,0.9895,0.113,0.795,0.092,0.128,0.23,0.589,0.181,0.4878,0.0,1.0,0.0,0.0,0.157,0.78,0.063,0.9975,0.318,0.682,0.0,0.7184,0.143,0.779,0.078,0.895,0.056,0.847,0.097,-0.8148,0.0,1.0,0.0,0.0
Episode 92,The Promotion,Jennifer Celotta, Jennifer Celotta  ,8.0,2914,0.089,0.803,0.108,-0.8579,0.125,0.807,0.068,0.9914,0.109,0.843,0.048,0.8495,0.216,0.784,0.0,0.9609,0.233,0.767,0.0,0.9284,0.0,0.833,0.167,-0.5574,0.222,0.721,0.056,0.9511,0.161,0.774,0.065,0.9029,0.166,0.755,0.079,0.4199,0.071,0.881,0.049,0.3049,0.143,0.602,0.255,-0.9228,0.099,0.658,0.243,-0.9123,0.146,0.79,0.064,0.9957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Episode 93,Niagara: Part 1,Greg Daniels & Mindy Kaling, Paul Feig  ,9.4,5526,0.14,0.79,0.07,0.9933,0.159,0.795,0.046,0.9965,0.112,0.855,0.034,0.9858,0.18,0.794,0.026,0.9913,0.271,0.729,0.0,0.9671,0.03,0.855,0.115,-0.5661,0.306,0.694,0.0,0.8658,0.171,0.692,0.137,-0.2406,0.156,0.732,0.112,0.926,0.0,1.0,0.0,0.0,0.122,0.878,0.0,0.4199,0.044,0.826,0.13,-0.6966,0.137,0.819,0.044,0.9983,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.2732,0.0,0.0,0.0,0.0,0.158,0.641,0.201,-0.4846
Episode 94,Mafia,Brent Forrester, David Rogers  ,7.6,3078,0.18,0.66,0.16,0.7989,0.117,0.883,0.0,0.7616,0.106,0.8,0.094,-0.2244,0.218,0.726,0.056,0.9751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.053,0.87,0.077,-0.4682,0.113,0.812,0.075,0.9628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.737,0.152,-0.2003,0.155,0.705,0.141,0.8107,0.0,1.0,0.0,0.0,0.369,0.631,0.0,0.765,0.0,0.0,0.0,0.0,0.24,0.76,0.0,0.8924
Episode 95,The Lover,Lee Eisenberg & Gene Stupnitsky, Lee Eisenberg  ,8.6,3230,0.133,0.804,0.064,0.9698,0.16,0.823,0.017,0.993,0.158,0.729,0.114,0.9739,0.142,0.858,0.0,0.5638,0.148,0.808,0.044,0.4767,0.0,0.385,0.615,-0.4215,0.424,0.576,0.0,0.7096,0.0,1.0,0.0,0.0,0.2,0.744,0.055,0.8105,0.0,1.0,0.0,0.0,0.129,0.791,0.08,0.5362,0.0,1.0,0.0,0.0,0.161,0.764,0.075,0.9954,0.0,0.556,0.444,-0.34,0.16,0.811,0.028,0.9454,0.0,0.0,0.0,0.0,0.081,0.902,0.017,0.6973
Episode 96,Koi Pond,Warren Lieberstein & Halsted Sullivan, Reggie Hudlin  ,8.2,2930,0.127,0.537,0.337,-0.9901,0.119,0.815,0.066,0.9661,0.196,0.708,0.096,0.9685,0.228,0.656,0.116,0.7339,0.103,0.715,0.182,-0.5466,0.0,0.848,0.152,-0.3612,0.17,0.755,0.075,0.7757,0.034,0.903,0.062,-0.3736,0.195,0.773,0.032,0.9973,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.063,0.937,0.0,0.3046,0.143,0.755,0.102,0.9888,0.067,0.933,0.0,0.2387,0.0,0.0,0.0,0.0,0.055,0.752,0.194,-0.9239,0.1,0.827,0.073,0.4501
Episode 97,Double Date,Charlie Grandy, Seth Gordon  ,8.1,2886,0.138,0.782,0.08,0.9544,0.182,0.743,0.074,0.9013,0.145,0.77,0.085,0.9736,0.137,0.863,0.0,0.4329,0.0,1.0,0.0,0.0,0.714,0.286,0.0,0.3612,0.265,0.513,0.222,0.1263,0.0,0.844,0.156,-0.4515,0.161,0.803,0.035,0.9745,0.138,0.815,0.047,0.6747,0.275,0.58,0.145,0.6705,0.126,0.728,0.146,-0.0772,0.197,0.72,0.083,0.9991,0.217,0.783,0.0,0.3612,0.128,0.84,0.032,0.7336,0.0,0.0,0.0,0.0,0.31,0.69,0.0,0.7964
Episode 98,Murder,Daniel Chun, Greg Daniels  ,8.7,3493,0.087,0.768,0.145,-0.9785,0.104,0.853,0.043,0.969,0.048,0.821,0.131,-0.8349,0.187,0.734,0.079,0.7778,0.139,0.753,0.109,0.4215,0.312,0.527,0.161,0.7059,0.124,0.876,0.0,0.6997,0.035,0.848,0.117,-0.8497,0.174,0.79,0.037,0.9754,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.144,0.608,0.249,-0.7003,0.155,0.739,0.105,0.9876,0.116,0.832,0.052,0.3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.903,0.0,0.8376
Episode 99,Shareholder Meeting,Justin Spitzer, Charles McDougall  ,8.2,2910,0.173,0.742,0.085,0.9267,0.162,0.784,0.054,0.9928,0.228,0.745,0.027,0.9336,0.072,0.789,0.138,-0.4588,0.0,0.0,0.0,0.0,0.0,0.769,0.231,-0.6705,0.217,0.659,0.124,0.5849,0.117,0.708,0.175,-0.8338,0.131,0.765,0.104,-0.5615,0.204,0.772,0.025,0.9723,0.0,0.0,0.0,0.0,0.248,0.495,0.257,-0.0258,0.157,0.792,0.052,0.9986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.884,0.0,0.3612
Episode 100,Scott's Tots,Gene Stupnitsky & Lee Eisenberg, B. J. Novak  ,8.3,3357,0.168,0.774,0.059,0.9848,0.144,0.776,0.08,0.9268,0.097,0.747,0.156,-0.8091,0.0,0.874,0.126,-0.4646,0.119,0.881,0.0,0.5242,0.0,1.0,0.0,0.0,0.235,0.633,0.132,0.3777,0.552,0.448,0.0,0.4019,0.124,0.782,0.094,0.7599,0.25,0.75,0.0,0.7476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.78,0.065,0.9967,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.861,0.034,0.8873
Episode 101,Secret Santa,Mindy Kaling, Randall Einhorn  ,8.5,3079,0.157,0.762,0.08,0.9779,0.102,0.858,0.039,0.8869,0.11,0.855,0.035,0.8859,0.127,0.845,0.028,0.8327,0.0,0.889,0.111,-0.3058,0.098,0.651,0.251,-0.5719,0.149,0.818,0.033,0.9797,0.0,0.951,0.049,-0.3851,0.069,0.832,0.099,-0.5937,0.0,0.811,0.189,-0.5986,0.225,0.775,0.0,0.5399,0.111,0.811,0.078,0.2406,0.159,0.748,0.092,0.9979,0.0,0.45,0.55,-0.9508,0.43,0.49,0.08,0.9269,0.0,0.0,0.0,0.0,0.15,0.721,0.129,-0.3296
Episode 102,The Banker,Jason Kessler, Jeffrey Blitz  ,6.8,3767,0.086,0.863,0.051,0.4007,0.0,0.0,0.0,0.0,0.057,0.89,0.053,0.0397,0.556,0.444,0.0,0.3612,0.688,0.312,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.728,0.0,0.6249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.657,0.083,0.9991,0.0,0.0,0.0,0.0,0.205,0.795,0.0,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 103,Sabre,Jennifer Celotta, John Krasinski  ,7.6,2800,0.07,0.93,0.0,0.4199,0.141,0.832,0.027,0.9718,0.186,0.723,0.091,0.9461,0.0,1.0,0.0,0.0,0.339,0.661,0.0,0.6249,0.423,0.577,0.0,0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.255,0.698,0.048,0.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672,0.328,-0.7088,0.186,0.778,0.036,0.9992,0.0,1.0,0.0,0.0,0.455,0.545,0.0,0.3612,0.0,0.0,0.0,0.0,0.107,0.893,0.0,0.7622
Episode 104,Manager and Salesman,Mindy Kaling, Marc Webb  ,8.1,2765,0.151,0.785,0.064,0.9887,0.165,0.808,0.026,0.9834,0.146,0.854,0.0,0.7574,0.0,1.0,0.0,0.0,0.0,0.445,0.555,-0.3595,0.0,0.0,0.0,0.0,0.228,0.772,0.0,0.6808,0.0,1.0,0.0,0.0,0.171,0.823,0.005,0.9881,0.182,0.684,0.133,0.8035,0.325,0.601,0.075,0.9906,0.043,0.726,0.231,-0.8217,0.172,0.753,0.075,0.9969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.786,0.056,0.9678
Episode 105,The Delivery: Part 1,Daniel Chun & Charlie Grandy, Seth Gordon & Harold Ramis  ,8.4,2934,0.101,0.86,0.04,0.9795,0.161,0.777,0.062,0.9989,0.159,0.797,0.044,0.9982,0.154,0.804,0.042,0.968,0.253,0.747,0.0,0.9456,0.0,1.0,0.0,0.0,0.083,0.854,0.063,0.2003,0.257,0.743,0.0,0.8516,0.122,0.802,0.076,0.9592,0.174,0.561,0.265,-0.5023,0.065,0.935,0.0,0.2732,0.1,0.9,0.0,0.4199,0.193,0.751,0.056,0.9996,0.642,0.358,0.0,0.5562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.721,0.062,0.9913
Episode 106,St. Patrick's Day,Jonathon Hughes, Randall Einhorn  ,7.7,2730,0.15,0.746,0.104,0.9743,0.177,0.73,0.093,0.9676,0.371,0.578,0.051,0.8555,0.0,1.0,0.0,0.0,0.228,0.644,0.128,0.7784,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.113,0.815,0.072,0.3129,0.203,0.773,0.025,0.9898,0.0,0.872,0.128,-0.264,0.517,0.483,0.0,0.8988,0.109,0.684,0.206,-0.6052,0.154,0.793,0.053,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.742,0.092,0.897
Episode 107,New Leads,Brent Forrester, Brent Forrester  ,7.7,2691,0.168,0.791,0.04,0.9927,0.148,0.776,0.076,0.9757,0.0,1.0,0.0,0.0,0.223,0.66,0.117,0.6486,0.027,0.973,0.0,0.1754,0.27,0.692,0.038,0.9567,0.11,0.765,0.125,-0.69,0.273,0.727,0.0,0.4588,0.259,0.712,0.029,0.9835,0.0,0.864,0.136,-0.296,0.2,0.655,0.145,0.4082,0.275,0.725,0.0,0.6486,0.175,0.727,0.098,0.9977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.092,0.815,0.092,-0.0,0.28,0.6,0.12,0.875
Episode 108,Happy Hour,B. J. Novak, Matt Sohn  ,8.6,3114,0.187,0.738,0.075,0.9765,0.25,0.729,0.021,0.9933,0.246,0.747,0.007,0.9902,0.105,0.74,0.154,-0.471,0.125,0.847,0.028,0.8603,0.565,0.435,0.0,0.0772,0.231,0.769,0.0,0.9407,0.149,0.813,0.037,0.9193,0.192,0.766,0.042,0.9927,0.204,0.796,0.0,0.7717,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.789,0.03,0.9971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.759,0.038,0.9731,0.249,0.722,0.029,0.9308
Episode 109,Secretary's Day,Mindy Kaling, Steve Carrell  ,7.8,2707,0.176,0.76,0.064,0.9332,0.06,0.834,0.105,-0.4742,0.207,0.711,0.081,0.9892,0.19,0.727,0.083,0.9707,0.257,0.622,0.12,0.6588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.181,0.71,0.108,0.2869,0.188,0.764,0.049,0.9936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.303,0.607,0.09,0.7783,0.154,0.82,0.026,0.994,0.0,0.0,0.0,0.0,0.077,0.883,0.04,0.3182,0.0,1.0,0.0,0.0,0.247,0.738,0.016,0.9986
