Episodes,Title,Writers,Directors,Rating,Num_Votes,Dwight_positive_score,Dwight_neutral_score,Dwight_negative_score,Dwight_compound_score,Jim_positive_score,Jim_neutral_score,Jim_negative_score,Jim_compound_score,Pam_positive_score,Pam_neutral_score,Pam_negative_score,Pam_compound_score,Kevin_positive_score,Kevin_neutral_score,Kevin_negative_score,Kevin_compound_score,Angela_positive_score,Angela_neutral_score,Angela_negative_score,Angela_compound_score,Stanley_positive_score,Stanley_neutral_score,Stanley_negative_score,Stanley_compound_score,Phyllis_positive_score,Phyllis_neutral_score,Phyllis_negative_score,Phyllis_compound_score,Oscar_positive_score,Oscar_neutral_score,Oscar_negative_score,Oscar_compound_score,Andy_positive_score,Andy_neutral_score,Andy_negative_score,Andy_compound_score,Ryan_positive_score,Ryan_neutral_score,Ryan_negative_score,Ryan_compound_score,Kelly_positive_score,Kelly_neutral_score,Kelly_negative_score,Kelly_compound_score,Meredith_positive_score,Meredith_neutral_score,Meredith_negative_score,Meredith_compound_score,Michael_positive_score,Michael_neutral_score,Michael_negative_score,Michael_compound_score,Creed_positive_score,Creed_neutral_score,Creed_negative_score,Creed_compound_score,Toby_positive_score,Toby_neutral_score,Toby_negative_score,Toby_compound_score,Darryl_positive_score,Darryl_neutral_score,Darryl_negative_score,Darryl_compound_score,Erin_positive_score,Erin_neutral_score,Erin_negative_score,Erin_compound_score
Episode 110,Body Language,Justin Spitzer, Mindy Kaling  ,7.9,2725,0.133,0.835,0.032,0.993,0.211,0.757,0.032,0.9886,0.178,0.795,0.027,0.9781,0.138,0.841,0.021,0.7586,0.0,1.0,0.0,0.0,0.145,0.855,0.0,0.34,0.151,0.797,0.052,0.6124,0.05,0.863,0.086,-0.1961,0.101,0.843,0.055,0.3506,0.0,1.0,0.0,0.0,0.099,0.784,0.117,-0.8224,0.0,0.0,0.0,0.0,0.156,0.778,0.066,0.9974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.94,0.0,0.3612,0.184,0.784,0.032,0.8968
Episode 111,The Cover-Up,Lee Eisenberg and Gene Stupinski, Rainn Wilson  ,8.1,2725,0.131,0.755,0.114,-0.5254,0.211,0.677,0.112,0.9367,0.133,0.811,0.056,0.9811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769,0.231,-0.5859,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.114,0.829,0.056,0.9119,0.0,0.951,0.049,-0.4106,0.145,0.779,0.075,0.7622,0.0,1.0,0.0,0.0,0.17,0.701,0.129,0.9866,0.067,0.933,0.0,0.3612,0.0,0.0,0.0,0.0,0.176,0.723,0.1,0.976,0.268,0.732,0.0,0.5106
Episode 112,The Chump,,,7.7,2641,0.135,0.832,0.033,0.9813,0.174,0.765,0.061,0.8765,0.166,0.796,0.038,0.9837,0.15,0.704,0.146,0.0258,0.095,0.878,0.028,0.6662,0.055,0.842,0.104,-0.2869,0.0,1.0,0.0,0.0,0.15,0.733,0.117,0.168,0.217,0.728,0.054,0.9972,0.115,0.868,0.017,0.8501,0.071,0.865,0.064,-0.1689,0.172,0.732,0.096,0.3408,0.182,0.732,0.086,0.9988,0.171,0.829,0.0,0.6996,0.14,0.86,0.0,0.6705,0.105,0.895,0.0,0.5499,0.189,0.811,0.0,0.9378
Episode 113,Whistleblower,Warren Lieberstein & Halsted Sullivan, Paul Lieberstein  ,8.0,2726,0.163,0.718,0.119,0.9101,0.174,0.727,0.099,0.7669,0.105,0.741,0.155,-0.876,0.05,0.841,0.109,-0.4122,0.177,0.739,0.084,0.4168,0.0,1.0,0.0,0.0,0.191,0.716,0.093,0.69,0.183,0.652,0.165,0.1027,0.132,0.717,0.151,-0.7872,0.087,0.913,0.0,0.5562,0.097,0.836,0.067,0.5695,0.0,0.0,0.0,0.0,0.139,0.777,0.084,0.991,0.212,0.788,0.0,0.6249,0.222,0.705,0.073,0.6705,0.047,0.784,0.169,-0.7003,0.195,0.805,0.0,0.5267
Episode 114,Nepotism,Daniel Chun, Jeffrey Blitz  ,8.4,3124,0.167,0.767,0.066,0.9696,0.124,0.822,0.053,0.9204,0.161,0.76,0.079,0.926,0.299,0.701,0.0,0.9314,0.136,0.767,0.097,-0.1007,0.158,0.605,0.237,-0.1779,0.065,0.815,0.12,-0.5806,0.208,0.754,0.038,0.8706,0.149,0.745,0.106,0.8158,0.0,1.0,0.0,0.0,0.195,0.656,0.149,0.9035,0.0,1.0,0.0,0.0,0.178,0.716,0.106,0.997,0.262,0.703,0.035,0.959,0.104,0.896,0.0,0.2732,0.049,0.772,0.18,-0.8924,0.277,0.704,0.019,0.9484
Episode 115,Counseling,B. J. Novak, Jeffrey Blitz  ,8.2,2825,0.21,0.746,0.044,0.9983,0.113,0.852,0.036,0.9359,0.144,0.777,0.079,0.9763,0.0,0.0,0.0,0.0,0.287,0.608,0.105,0.5106,0.115,0.63,0.255,-0.3939,0.213,0.787,0.0,0.6908,0.248,0.752,0.0,0.8357,0.205,0.722,0.073,0.9659,0.357,0.643,0.0,0.6124,0.246,0.708,0.046,0.8871,0.0,0.0,0.0,0.0,0.191,0.673,0.136,0.9884,0.0,1.0,0.0,0.0,0.163,0.793,0.044,0.9782,0.297,0.703,0.0,0.875,0.269,0.681,0.05,0.807
Episode 116,Andy's Play,Charlie Grandy, Paul Lieberstein  ,8.2,3015,0.142,0.773,0.085,0.8329,0.301,0.614,0.084,0.9783,0.229,0.743,0.028,0.9901,0.0,0.0,0.0,0.0,0.121,0.792,0.087,-0.3252,0.448,0.552,0.0,0.7269,0.436,0.564,0.0,0.9078,0.0,1.0,0.0,0.0,0.104,0.812,0.084,0.8438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.167,0.755,0.078,0.9862,0.131,0.605,0.264,-0.743,0.0,0.0,0.0,0.0,0.095,0.905,0.0,0.7825,0.184,0.672,0.144,0.8296
Episode 117,Sex Ed,Paul Lieberstein, Paul Lieberstein  ,7.8,2754,0.074,0.871,0.056,0.6601,0.236,0.663,0.101,0.5349,0.131,0.622,0.248,-0.8243,0.183,0.708,0.108,0.5229,0.342,0.658,0.0,0.6369,0.0,1.0,0.0,0.0,0.333,0.667,0.0,0.938,0.134,0.81,0.056,0.5913,0.212,0.765,0.022,0.9972,0.0,1.0,0.0,0.0,0.073,0.79,0.137,-0.4682,0.041,0.959,0.0,0.2225,0.13,0.803,0.067,0.9921,0.479,0.521,0.0,0.5574,0.0,0.0,0.0,0.0,0.23,0.639,0.131,0.9178,0.236,0.764,0.0,0.5255
Episode 118,The Sting,Mindy Kaling, Greg Daniels  ,7.7,2692,0.101,0.837,0.061,0.9706,0.128,0.799,0.073,0.9606,0.096,0.865,0.039,0.7202,0.218,0.755,0.027,0.9217,0.268,0.732,0.0,0.296,0.232,0.768,0.0,0.7229,0.258,0.64,0.102,0.831,0.099,0.884,0.018,0.8138,0.16,0.793,0.048,0.9907,0.134,0.866,0.0,0.5719,0.0,0.887,0.113,-0.3149,0.154,0.805,0.042,0.9471,0.145,0.751,0.103,0.993,0.458,0.542,0.0,0.8155,0.0,0.0,0.0,0.0,0.16,0.761,0.079,0.9278,0.0,1.0,0.0,0.0
Episode 119,Costume Contest,Justin Spitzer, Dean Holland  ,8.2,2808,0.125,0.813,0.062,0.8902,0.132,0.821,0.047,0.9696,0.168,0.813,0.019,0.9906,0.103,0.832,0.065,0.5817,0.251,0.713,0.036,0.9602,0.139,0.861,0.0,0.768,0.189,0.811,0.0,0.4199,0.196,0.758,0.046,0.9527,0.106,0.847,0.048,0.9207,0.174,0.826,0.0,0.8718,0.156,0.844,0.0,0.7351,0.0,1.0,0.0,0.0,0.137,0.771,0.092,0.9857,0.177,0.772,0.051,0.7377,0.448,0.552,0.0,0.807,0.141,0.748,0.112,0.6759,0.17,0.781,0.049,0.8238
Episode 120,Christening,Peter Ocko, Alex Hardcastle  ,7.4,2811,0.182,0.716,0.102,0.9632,0.104,0.842,0.054,0.939,0.138,0.812,0.049,0.9818,0.081,0.763,0.156,-0.4857,0.222,0.778,0.0,0.9153,0.18,0.82,0.0,0.5574,0.16,0.84,0.0,0.6298,0.0,1.0,0.0,0.0,0.135,0.832,0.034,0.9694,0.219,0.781,0.0,0.8738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.723,0.082,0.9979,0.0,0.0,0.0,0.0,0.062,0.938,0.0,0.25,0.397,0.603,0.0,0.7845,0.141,0.808,0.051,0.7213
Episode 121,Viewing Party,Jon Vitti, Ken Whittingham  ,7.8,2748,0.123,0.821,0.056,0.8843,0.224,0.7,0.076,0.9653,0.186,0.754,0.06,0.9863,0.259,0.684,0.057,0.9399,0.163,0.748,0.089,0.6312,0.0,1.0,0.0,0.0,0.209,0.791,0.0,0.9667,0.0,1.0,0.0,0.0,0.169,0.791,0.039,0.9763,0.166,0.753,0.081,0.7962,0.222,0.712,0.066,0.9795,0.0,0.0,0.0,0.0,0.145,0.797,0.058,0.9916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.755,0.059,0.9901
Episode 122,WUPHF.com,Aaron Shure, Danny Leiner  ,7.7,2676,0.152,0.826,0.021,0.9939,0.154,0.829,0.018,0.9818,0.209,0.776,0.015,0.9921,0.273,0.727,0.0,0.9479,0.166,0.775,0.059,0.9178,0.156,0.748,0.097,-0.2003,0.0,0.606,0.394,-0.3818,0.139,0.798,0.063,0.4871,0.036,0.792,0.172,-0.8534,0.11,0.855,0.035,0.9891,0.082,0.918,0.0,0.7736,0.0,0.0,0.0,0.0,0.145,0.798,0.057,0.9933,0.246,0.754,0.0,0.8156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.868,0.132,-0.5423
Episode 123,China,Halsted Sullivan & Warren Lieberstein, Charles McDougall  ,8.2,2827,0.152,0.742,0.106,0.9887,0.111,0.816,0.073,0.4633,0.088,0.85,0.061,0.8466,0.124,0.825,0.051,0.4574,0.0,1.0,0.0,0.0,0.0,0.85,0.15,-0.7691,0.302,0.542,0.155,0.6199,0.138,0.779,0.082,0.8984,0.182,0.766,0.052,0.9525,0.0,0.917,0.083,-0.5484,0.201,0.724,0.074,0.7617,0.0,0.45,0.55,-0.7269,0.16,0.776,0.065,0.9959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.864,0.09,-0.644,0.13,0.787,0.082,0.466
Episode 124,Classy Christmas,Mindy Kaling, Rainn Wilson  ,9.0,3597,0.161,0.797,0.042,0.9891,0.152,0.775,0.073,0.9699,0.205,0.737,0.058,0.9989,0.138,0.842,0.02,0.9484,0.159,0.803,0.039,0.9593,0.098,0.902,0.0,0.6868,0.212,0.754,0.034,0.9211,0.28,0.72,0.0,0.9704,0.193,0.772,0.035,0.9908,0.238,0.762,0.0,0.9784,0.221,0.737,0.042,0.98,0.203,0.715,0.082,0.8286,0.203,0.722,0.075,0.9997,0.137,0.863,0.0,0.4329,0.058,0.881,0.061,0.1288,0.147,0.824,0.028,0.9846,0.217,0.749,0.034,0.9753
Episode 125,Ultimatum,Carrie Kemper, David Rogers  ,8.3,2854,0.156,0.796,0.048,0.9834,0.055,0.848,0.097,-0.1759,0.128,0.865,0.007,0.9783,0.163,0.725,0.111,0.8173,0.285,0.715,0.0,0.4926,0.0,0.0,0.0,0.0,0.128,0.872,0.0,0.8609,0.0,0.8,0.2,-0.6124,0.199,0.77,0.03,0.9869,0.156,0.726,0.118,0.2023,0.074,0.778,0.148,-0.7452,0.344,0.656,0.0,0.2732,0.172,0.768,0.06,0.998,0.266,0.702,0.032,0.9751,0.0,0.0,0.0,0.0,0.107,0.876,0.017,0.9456,0.181,0.769,0.05,0.9328
Episode 126,The Seminar,Steve Hely, B. J. Novak  ,7.6,2708,0.148,0.832,0.02,0.9377,0.101,0.771,0.128,-0.4454,0.089,0.898,0.013,0.755,0.267,0.716,0.017,0.9838,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.231,0.679,0.09,0.9536,0.237,0.699,0.065,0.9993,0.273,0.727,0.0,0.8402,0.108,0.813,0.078,0.5764,0.0,0.0,0.0,0.0,0.141,0.807,0.052,0.9905,0.185,0.815,0.0,0.8871,0.0,0.0,0.0,0.0,0.074,0.926,0.0,0.1511,0.127,0.844,0.028,0.9466
Episode 127,The Search,Brent Forrester, Michael Spiller  ,8.5,3001,0.089,0.85,0.061,0.8323,0.156,0.802,0.041,0.983,0.158,0.811,0.031,0.9816,0.197,0.803,0.0,0.658,0.308,0.533,0.16,0.3612,0.0,1.0,0.0,0.0,0.173,0.827,0.0,0.8295,0.144,0.839,0.017,0.8295,0.232,0.739,0.029,0.8416,0.113,0.852,0.035,0.508,0.209,0.703,0.088,0.8949,0.463,0.537,0.0,0.7835,0.169,0.748,0.083,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.752,0.146,-0.5803,0.217,0.768,0.014,0.9789
Episode 128,PDA,Robert Padnick, Greg Daniels  ,8.4,2928,0.128,0.809,0.062,0.8862,0.118,0.82,0.062,0.798,0.186,0.769,0.045,0.9775,0.179,0.702,0.119,0.5919,0.124,0.719,0.157,0.3621,0.333,0.667,0.0,0.128,0.299,0.701,0.0,0.7964,0.229,0.679,0.093,0.8867,0.151,0.837,0.012,0.9762,0.133,0.842,0.025,0.7882,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.244,0.674,0.082,0.9992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.686,0.044,0.9823,0.187,0.773,0.039,0.9873
Episode 129,Threat Level Midnight,B. J. Novak, Tucker Gates  ,9.4,6181,0.068,0.807,0.125,-0.5962,0.29,0.602,0.109,0.9496,0.407,0.593,0.0,0.9889,0.389,0.611,0.0,0.7901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.263,-0.717,0.482,0.518,0.0,0.4199,0.677,0.323,0.0,0.7424,0.0,0.0,0.0,0.0,0.251,0.653,0.096,0.9983,0.592,0.408,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Episode 130,Todd Packer,Amelie Gillette, Randall Einhorn  ,7.4,2675,0.184,0.762,0.055,0.9963,0.113,0.823,0.064,0.9385,0.166,0.774,0.059,0.9784,0.186,0.728,0.086,0.9218,0.0,0.59,0.41,-0.4184,0.3,0.473,0.227,0.197,0.157,0.843,0.0,0.0772,0.0,0.893,0.107,-0.4767,0.154,0.746,0.1,0.943,0.0,1.0,0.0,0.0,0.164,0.694,0.142,0.2023,0.236,0.764,0.0,0.8513,0.215,0.73,0.055,0.9978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.877,0.035,0.7585
Episode 131,Garage Sale,Jon Vitti, Steve Carell  ,9.4,4761,0.124,0.844,0.032,0.9668,0.123,0.798,0.08,0.8289,0.198,0.752,0.05,0.9909,0.109,0.742,0.148,-0.4905,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.258,0.693,0.049,0.8799,0.0,0.833,0.167,-0.8496,0.155,0.799,0.045,0.8577,0.304,0.681,0.015,0.9905,0.081,0.78,0.138,-0.1926,0.0,1.0,0.0,0.0,0.2,0.745,0.054,0.9986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.78,0.0,0.8994,0.0,0.0,0.0,0.0
Episode 132,Training Day,Daniel Chun, Paul Lieberstein  ,7.7,2762,0.131,0.807,0.062,0.6786,0.076,0.817,0.108,-0.3867,0.061,0.939,0.0,0.4545,0.154,0.765,0.081,0.5216,0.189,0.771,0.04,0.8016,0.129,0.483,0.388,-0.7536,0.31,0.69,0.0,0.5423,0.075,0.824,0.101,-0.1967,0.17,0.784,0.046,0.9382,0.324,0.676,0.0,0.34,0.229,0.771,0.0,0.8685,0.0,1.0,0.0,0.0,0.147,0.804,0.049,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.568,0.061,0.9788,0.108,0.825,0.067,0.6036
Episode 133,Michael's Last Dundies,Mindy Kaling, Mindy Kaling  ,9.0,3883,0.236,0.666,0.098,0.9624,0.27,0.722,0.007,0.9926,0.185,0.773,0.042,0.9598,0.179,0.706,0.115,-0.4986,0.299,0.701,0.0,0.4574,0.0,0.818,0.182,-0.4374,0.257,0.743,0.0,0.6696,0.217,0.783,0.0,0.7263,0.229,0.771,0.0,0.9013,0.272,0.728,0.0,0.9635,0.0,0.0,0.0,0.0,0.087,0.78,0.133,-0.453,0.213,0.735,0.052,0.9994,0.0,1.0,0.0,0.0,0.18,0.605,0.215,-0.4742,0.0,0.748,0.252,-0.4019,0.143,0.817,0.041,0.9584
Episode 134,"Goodbye, Michael",Greg Daniels, Paul Feig  ,9.8,10284,0.205,0.746,0.049,0.9921,0.121,0.879,0.0,0.9631,0.209,0.756,0.035,0.9713,0.201,0.75,0.049,0.8257,0.117,0.883,0.0,0.8238,0.353,0.647,0.0,0.8697,0.133,0.851,0.017,0.9354,0.148,0.81,0.042,0.546,0.084,0.799,0.117,-0.8275,0.388,0.612,0.0,0.5859,0.239,0.65,0.11,0.6776,0.064,0.936,0.0,0.6331,0.217,0.732,0.051,0.9997,0.0,0.78,0.22,-0.308,0.129,0.761,0.11,-0.0258,0.197,0.803,0.0,0.7269,0.159,0.841,0.0,0.8904
Episode 135,The Inner Circle,Charlie Grandy, Matt Sohn  ,7.6,2738,0.234,0.658,0.108,0.9689,0.155,0.784,0.061,0.9782,0.186,0.781,0.034,0.9878,0.132,0.761,0.106,-0.4709,0.035,0.886,0.079,-0.4784,0.0,0.0,0.0,0.0,0.13,0.87,0.0,0.2023,0.439,0.444,0.117,0.6994,0.1,0.884,0.016,0.9157,0.142,0.793,0.065,0.9538,0.158,0.788,0.054,0.9539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744,0.256,0.0,0.4404,0.164,0.726,0.11,0.6916,0.0,1.0,0.0,0.0
Episode 136,"Dwight K. Schrute, (Acting) Manager",Justin Spitzer, Troy Miller  ,8.7,3038,0.14,0.778,0.083,0.9872,0.123,0.791,0.085,0.9199,0.025,0.711,0.264,-0.9498,0.048,0.875,0.077,-0.4632,0.033,0.967,0.0,0.2225,0.0,1.0,0.0,0.0,0.202,0.798,0.0,0.5106,0.099,0.901,0.0,0.3899,0.196,0.731,0.073,0.9793,0.302,0.698,0.0,0.3818,0.088,0.859,0.053,0.2593,0.097,0.667,0.236,-0.4019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.131,0.675,0.194,-0.8025,0.176,0.654,0.17,0.0516,0.245,0.755,0.0,0.9548
Episode 137,Search Committee,Paul Lieberstein, Jeffrey Blitz  ,8.7,3217,0.208,0.719,0.073,0.9968,0.167,0.772,0.061,0.9982,0.128,0.855,0.017,0.962,0.12,0.867,0.014,0.9206,0.146,0.804,0.049,0.9506,0.119,0.73,0.151,-0.4457,0.163,0.801,0.036,0.9714,0.212,0.759,0.029,0.9812,0.164,0.765,0.071,0.9884,0.167,0.826,0.007,0.9665,0.155,0.758,0.087,0.9609,0.252,0.596,0.153,0.5399,0.0,0.0,0.0,0.0,0.252,0.716,0.032,0.9957,0.064,0.827,0.109,-0.4696,0.207,0.76,0.033,0.9929,0.159,0.76,0.081,0.9338
Episode 138,The List,B.J. Novak, B.J. Novak  ,8.1,2903,0.173,0.785,0.042,0.9936,0.145,0.772,0.083,0.9805,0.144,0.747,0.109,0.5866,0.063,0.593,0.345,-0.9756,0.175,0.825,0.0,0.8504,0.085,0.876,0.04,0.4314,0.176,0.824,0.0,0.7901,0.131,0.727,0.142,-0.1531,0.18,0.764,0.056,0.9976,0.119,0.881,0.0,0.9153,0.273,0.68,0.047,0.9177,0.041,0.691,0.267,-0.8687,0.0,0.0,0.0,0.0,0.144,0.69,0.167,-0.1027,0.066,0.766,0.168,-0.7386,0.144,0.856,0.0,0.6369,0.217,0.783,0.0,0.9548
Episode 139,The Incentive,Paul Lieberstein, Charles McDougall  ,8.1,2738,0.182,0.801,0.017,0.9849,0.215,0.758,0.026,0.9979,0.267,0.69,0.042,0.9912,0.151,0.763,0.086,0.9146,0.155,0.77,0.075,0.8184,0.104,0.861,0.035,0.4003,0.125,0.73,0.145,-0.4871,0.0,0.877,0.123,-0.4696,0.146,0.812,0.042,0.9981,0.3,0.661,0.039,0.8653,0.088,0.877,0.035,0.4574,0.189,0.811,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.936,0.034,-0.1179,0.188,0.812,0.0,0.9714
Episode 140,Lotto,Charlie Grandy, John Krasinski  ,7.2,2615,0.103,0.845,0.052,0.9461,0.162,0.746,0.092,0.988,0.199,0.779,0.023,0.9865,0.146,0.823,0.031,0.9604,0.0,0.86,0.14,-0.1531,0.0,0.0,0.0,0.0,0.026,0.735,0.239,-0.9253,0.076,0.802,0.123,-0.9215,0.152,0.777,0.072,0.9978,0.155,0.803,0.041,0.8645,0.069,0.824,0.107,-0.6158,0.0,0.715,0.285,-0.7772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.058,0.87,0.072,-0.1779,0.14,0.812,0.048,0.9928,0.199,0.65,0.151,0.6947
Episode 141,Garden Party,Justin Spitzer, David Rogers  ,8.1,2858,0.207,0.738,0.055,0.9936,0.113,0.851,0.036,0.9549,0.216,0.784,0.0,0.9754,0.187,0.813,0.0,0.7461,0.139,0.8,0.061,0.9168,0.371,0.629,0.0,0.6705,0.39,0.61,0.0,0.7691,0.043,0.919,0.038,0.0772,0.271,0.701,0.028,0.9996,0.081,0.811,0.108,-0.254,0.0,1.0,0.0,0.0,0.209,0.635,0.156,0.5469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.869,0.041,0.3804,0.125,0.81,0.065,0.763,0.0,1.0,0.0,0.0
Episode 142,Spooked,Carrie Kemper, Randall Einhorn  ,7.5,2560,0.106,0.769,0.125,-0.4829,0.188,0.747,0.065,0.9925,0.082,0.857,0.061,0.643,0.084,0.77,0.146,-0.695,0.0,0.887,0.113,-0.7399,0.205,0.671,0.124,0.2593,0.0,0.881,0.119,-0.6199,0.152,0.748,0.1,0.5158,0.123,0.811,0.065,0.9605,0.23,0.77,0.0,0.3382,0.124,0.737,0.139,-0.498,0.099,0.792,0.108,0.4299,0.0,0.0,0.0,0.0,0.199,0.707,0.094,0.3674,0.091,0.829,0.08,0.4386,0.178,0.822,0.0,0.7777,0.197,0.712,0.09,0.9913
Episode 143,Doomsday,Daniel Chun, Troy Miller  ,7.6,2464,0.153,0.752,0.095,0.987,0.123,0.785,0.091,0.8975,0.205,0.763,0.032,0.9857,0.193,0.807,0.0,0.8535,0.17,0.83,0.0,0.8763,0.124,0.78,0.096,0.4724,0.375,0.625,0.0,0.6369,0.105,0.819,0.075,0.5707,0.169,0.76,0.071,0.9883,0.104,0.896,0.0,0.4199,0.0,0.808,0.192,-0.7696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.792,0.057,0.644,0.075,0.901,0.024,0.686,0.146,0.795,0.058,0.5792
Episode 144,Pam's Replacement,Allison Silverman, Matt Sohn  ,7.7,2619,0.102,0.792,0.106,-0.6284,0.181,0.761,0.059,0.9788,0.222,0.7,0.078,0.9982,0.115,0.847,0.038,0.7527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651,0.349,0.0,0.6808,0.337,0.525,0.138,0.5505,0.189,0.775,0.036,0.9928,0.272,0.728,0.0,0.9437,0.24,0.743,0.018,0.9673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.261,0.739,0.0,0.9074,0.182,0.702,0.116,0.8755,0.065,0.788,0.147,-0.8053
Episode 145,Gettysburg,Robert Padnick, Jeffrey Blitz  ,6.8,2659,0.108,0.717,0.175,-0.9768,0.118,0.815,0.067,0.8854,0.119,0.829,0.052,0.8758,0.208,0.712,0.08,0.9866,0.16,0.84,0.0,0.2263,0.166,0.813,0.02,0.7941,0.149,0.851,0.0,0.9089,0.254,0.689,0.057,0.9695,0.148,0.762,0.09,0.995,0.107,0.823,0.07,0.8758,0.264,0.551,0.185,-0.1511,0.0,0.469,0.531,-0.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.751,0.187,-0.906,0.178,0.771,0.051,0.8617
Episode 146,Mrs. California,Dan Greaney, Charlie Grundy  ,7.6,2589,0.143,0.802,0.056,0.9926,0.219,0.73,0.05,0.9977,0.0,0.0,0.0,0.0,0.22,0.78,0.0,0.8934,0.0,0.575,0.425,-0.5719,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.135,0.805,0.06,0.8155,0.184,0.746,0.07,0.9956,0.208,0.792,0.0,0.6114,0.263,0.737,0.0,0.3612,0.227,0.773,0.0,0.4767,0.0,0.0,0.0,0.0,0.364,0.521,0.115,0.5826,0.315,0.685,0.0,0.5574,0.162,0.83,0.007,0.9783,0.139,0.861,0.0,0.7142
